Accelerometer TS,Accelerometer X,Accelerometer Y,Accelerometer Z,Gyroscope TS,Gyroscope X,Gyroscope Y,Gyroscope Z
0.0,-0.1843535304069519,9.725247383117676,-1.0438719987869263,0.0,-0.001065264455974102,0.00532632227987051,0.004261057823896408
2.5300000000000002,-0.19153612852096558,9.732429504394531,-1.0606313943862915,2.5300000000000002,0.002130528911948204,0.004261057823896408,0.003195793367922306
7.589,-0.16759411990642548,9.75397777557373,-1.0223240852355957,7.589,0.001065264455974102,0.002130528911948204,0.002130528911948204
12.648,-0.1628057211637497,9.77791976928711,-1.0462661981582642,12.648,0.001065264455974102,0.00532632227987051,0.001065264455974102
15.178,-0.1388636976480484,9.737217903137207,-1.0606313943862915,15.178,0.0,0.00532632227987051,-0.001065264455974102
20.236,-0.10295066982507706,9.708487510681152,-1.0271124839782715,20.236,0.003195793367922306,0.007456851191818714,-0.00532632227987051
22.766000000000002,-0.11013327538967133,9.72285270690918,-1.0606313943862915,22.766000000000002,0.002130528911948204,0.00532632227987051,-0.008522115647792816
27.825,-0.15562310814857483,9.718064308166504,-1.05105459690094,27.825,0.0,0.004261057823896408,-0.00532632227987051
32.88399999999999,-0.13168109953403473,9.718064308166504,-1.072602391242981,32.88399999999999,0.004261057823896408,0.003195793367922306,-0.006391586735844612
35.414,-0.16998831927776337,9.75397777557373,-1.1037269830703735,35.414,0.002130528911948204,0.001065264455974102,-0.007456851191818714
40.473,-0.15562310814857483,9.718064308166504,-1.1085153818130493,40.473,0.002130528911948204,0.001065264455974102,-0.004261057823896408
43.001999999999995,-0.17477671802043915,9.770736694335938,-1.0893617868423462,43.001999999999995,0.002130528911948204,-0.001065264455974102,-0.007456851191818714
48.061,-0.22266076505184174,9.696516990661621,-1.0845733880996704,48.061,0.0,0.001065264455974102,-0.009587380103766918
50.590999999999994,-0.23942017555236816,9.710882186889648,-1.113303780555725,50.590999999999994,0.0,0.001065264455974102,-0.009587380103766918
55.65,-0.2777273952960968,9.701305389404297,-1.072602391242981,55.65,-0.001065264455974102,0.0,-0.006391586735844612
60.708,-0.27054479718208313,9.694122314453125,-1.0678139925003052,60.708,-0.003195793367922306,0.001065264455974102,-0.004261057823896408
63.238,-0.2537853717803955,9.792284965515137,-1.070208191871643,63.238,0.0,0.001065264455974102,-0.003195793367922306
68.29599999999999,-0.4189853072166443,9.93593692779541,-0.9792284965515137,68.29599999999999,0.01065264455974102,0.001065264455974102,-0.004261057823896408
70.827,-0.26336219906806946,9.521739959716797,-1.091755986213684,70.827,0.01065264455974102,0.007456851191818714,-0.019174760207533836
75.88499999999999,-0.2753331959247589,9.710882186889648,-1.0606313943862915,75.88499999999999,-0.008522115647792816,0.006391586735844612,-0.008522115647792816
80.946,-0.2825157940387726,9.818621635437012,-0.9696516990661621,80.946,-0.003195793367922306,0.009587380103766918,-0.011717909015715122
83.474,-0.11971008777618408,9.72285270690918,-1.072602391242981,83.474,0.006391586735844612,0.008522115647792816,-0.004261057823896408
88.533,-0.21308395266532898,9.792284965515137,-1.01753568649292,88.533,0.007456851191818714,0.004261057823896408,-0.001065264455974102
91.063,-0.08858546614646912,9.550470352172852,-1.0606313943862915,91.063,0.00532632227987051,0.008522115647792816,-0.008522115647792816
96.121,-0.14844051003456116,9.706093788146973,-1.0342950820922852,96.121,-0.007456851191818714,0.00532632227987051,-0.004261057823896408
98.651,-0.09816227108240128,9.715670585632324,-1.0893617868423462,98.651,-0.003195793367922306,0.00532632227987051,-0.003195793367922306
103.71,-0.090979665517807,9.696516990661621,-1.1252747774124146,103.71,0.004261057823896408,0.0,0.00532632227987051
